"0,""TERROR,AFRAID,SCARE,FRIGHT"""
"1,""BOYS,GUYS,JERK"""
"1794,""FUN,BEER,ALCOHOL,DRUNK"""
"1795,""AGGRESSIVE,VIOLENT,FIGHT"""
"1796,""SITUATION,POSITION,CIRCUMSTANCE"""
"1797,""RESPECT,PARENT,MOTHER"""
"1798,""CUTE,NIECE,NEPHEW"""
"1799,""WARN,WARNING,HELP"""
"1800,""VIRUS,FLU,BUG,GERM"""
"1801,""SMELL,ODOR,SCENT,MUSTY"""
"1802,""SWEET,FROSTING,ICING"""
"1803,""ABUNDANCE,FOOD,ENOUGH,PLENTY,SCARCE"""
"1804,""JUICE,PICKLES,PICKLE"""
"1805,""VACUUM,SWEEP,RUG,CARPET"""
"1806,""PROSECUTE,GUILTY,BLAME,ADMIT,GUILT,ACCUSE"""
"1807,""SEW,NOTION,THREAD"""
"1808,""STUPID,CONCEITED,ARROGANT,OBNOXIOUS"""
"1809,""ADJOURN,START,BEGIN,END,QUIT"""
"1810,""TONGUE,CHEEK,LIP"""
"1811,""BLOUSE,WHITE,COLLAR"""
"1812,""RECEIVE,MONEY,ACQUIRE,OBTAIN,GET"""
"1813,""TRAVEL,VISIT,TRIP"""
"1814,""SERIES,FOOTBALL,BASEBALL"""
"1815,""NEW YEAR,FIRST"""
"1816,""JAWS,TEETH,JAW,CHEW"""
"1817,""CHANCE,OPTION,POSSIBILITY"""
"1818,""FORMULA,EQUATION,MIXTURE,RECIPE,SOLUTION"""
"1819,""GAME,BOWL,BOWLING"""
"1820,""JUMP,VAULT,LEAP"""
"1821,""FRIENDS,NEIGHBORHOOD,COMMUNITY"""
"1822,""SCULPTURE,STATUE,MONUMENT"""
"1823,""MESS,MUD,MESSY"""
"1824,""MORTGAGE,OWE,PAY,LOAN,RENT,DEBT"""
"1825,""ELECT,MAYOR,OFFICE"""
"1826,""JOIN,COMBINE,SEPARATE"""
"1827,""BABY,LAP,CHILD"""
"1828,""SUBTLE,DISCREET,SNEAKY,SLY,SECRETIVE"""
"1829,""AGENT,REAL ESTATE"""
"1830,""SEARCH,FIND,LOST"""
"1831,""ACCURATE,RIGHT,TRUE,CORRECT"""
"1832,""GANGSTER,MAFIA,ITALIAN"""
"1833,""PATRIOT,USA,AMERICAN,FLAG,PATRIOTIC,PRIDE"""
"1834,""CONFESS,GIVE UP"""
"1835,""AX,TREE,SAW"""
"1836,""PLANT,CACTUS,THORN"""
"1837,""STATUS,RANK,LEVEL"""
"1838,""OPINION,OPTION,CHOICE"""
"1839,""MARRY,HAPPY,MARRIAGE,WEDDING"""
"1840,""TUNNEL,UNDERGROUND,SUBWAY"""
"1841,""SPONGE,WASH,CLEANING,CLEAN,SOAP"""
"1842,""NEW YORK,ALLEY"""
"1843,""THEATER,PERFORM,ACTOR,DRAMA,PRODUCTION,ACT,PERFORMANCE,STAGE"""
"1844,""BUYER,CUSTOMER,CONSUMER"""
"1845,""SEW,BUTTON,SEAM"""
"1846,""CUSS,CURSE,BAD,SWEAR,WITCH,VOODOO,DAMN,TABOO"""
"1847,""HEAD,BALD,DANDRUFF,HEAD & SHOULDERS,LICE,FOREHEAD,SCALP"""
"1848,""EVALUATE,ESTIMATE,APPRAISE"""
"1849,""IMITATE,PORTRAY,PRETEND"""
"1850,""BABY,RAISE,CHILD"""
"1851,""COP,POLICE,POLICEMAN,AUTHORITY,SERGEANT,CAPTAIN,OFFICER"""
"1852,""HARM,THREAT,MEAN"""
"1853,""RED,SCARF,BANDANNA"""
"1854,""INFINITE,FOREVER,ENDLESS,LASTING,TIME"""
"1855,""POUR,LIQUID,SPILL"""
"1856,""PROPOSAL,MARRIAGE,CONTRACT,WEDDING"""
"1857,""JUMP,OVER,LEAP"""
"1858,""GRILL,PICNIC,MEAT,BEEF,FOOD,RIBS,BARBECUE,STEAK,RIB,EAT,COOKOUT"""
"1859,""LINE,WRINKLE,CREASE"""
"1860,""TRENCH,GULLY,WAR"""
"1861,""DARK,CELLAR,BASEMENT"""
"1862,""BARTER,MONEY,BARGAIN,SELLER,BUYER,PROPRIETOR,OWNER,SALES,SALESMAN,MARKET"""
"1863,""GIRL,WOMAN,HAIRSPRAY"""
"1864,""SHOP,SHOPPING,CLOTHES"""
"1865,""SWEATER,WOOL,WINTER"""
"1866,""SCENERY,LANDSCAPE,TREES,NATURE"""
"1867,""RELATIVITY,SIMILAR,ALIKE,SAME"""
"1868,""GOOD,TACTFUL,TACT,MANNERS,MANNER,DECENCY"""
"1869,""SHAVE,RAZOR,CUT,BLADE,EDGE,SWORD,KNIFE"""
"1870,""SNOTTY,OBNOXIOUS,HAUGHTY,RUDE,SELFISH,CONCEIT,BRAT,SNOT,COCKY,SNOB,STUCK UP,ARROGANT,MEAN"""
"1871,""CALM,REST,RELAX"""
"1872,""RACCOON,POSSUM,TAIL,SQUIRREL"""
"1873,""MARKER,CRAYON,RED"""
"1874,""BIKE,BICYCLE,MOTORCYCLE"""
"1875,""MOOSE,COW,OX,BISON,CATTLE,BUFFALO"""
"1876,""MONEY,INDUSTRY,COMPANY,CORPORATION"""
"1877,""NOON,HOUR,TIME"""
"1878,""BATTLE,CONQUEST,VICTORY,OVERCOME,DEFEAT"""
"1879,""HAIR,SHAMPOO,RINSE"""
"1880,""BREATHE,BREATH,MIST"""
"1881,""CAUTIOUS,CAUTION,YIELD,SIGN"""
"1882,""LIE,CONVINCE,TRUTH"""
"1883,""ATHLETE,OLYMPICS,CHAMPION"""
"1884,""ATMOSPHERE,WEATHER,CLIMATE"""
"1885,""LUST,PASSION,OBSESSION"""
"1886,""TRAVEL,VACATION,TRIP"""
"1887,""TRASH,GARBAGE,DUMP"""
"1888,""NAUSEOUS,ALCOHOL,LIGHTHEADED,DRUNK,FAINT,PUKE,BEER,DIZZY,VOMIT,PASS OUT,THROW UP,DRINK,NAUSEA"""
"1889,""FOOD,PORTION,PIECE"""
"1890,""COMMENT,SAY,WORDS"""
"1891,""BLIND,EYES,PERCEPTION,EYE,LOOK,CONTACTS,EYEBALL,PERCEIVE,SEE,SIGHT,BLUR,VISION,GLASSES"""
"1892,""DIFFERENT,UNIQUE,ORDINARY,SAME,ORIGINAL"""
"1893,""TROPHY,PRIZE,CONTEST,WIN,CHALLENGE,COMPETITION,COMPETE,AWARD,MEDAL"""
"1894,""HOUSE,BRICK,CEMENT"""
"1895,""ASSUME,GUESS,SUPPOSE,PRESUME"""
"1896,""ROAR,TIGER,LION"""
"1897,""POLYESTER,SILK,FABRIC,COTTON"""
"1898,""BALLERINA,BALLET,GRACE,GRACEFUL"""
"1899,""COMMENT,SUGGEST,ADVICE,IDEA,THOUGHT,SUGGESTION"""
"1900,""PAIN,GUILT,HURT"""
"1901,""AMATEUR,EXPERT,BEGINNER,MASTERY,PRO,NOVICE,PROFESSIONAL"""
"1902,""VELVET,SMOOTH,SATAN,SUEDE,SILK,SATIN"""
"1903,""REAPPEAR,VANISH,APPEAR,DISAPPEAR"""
"1904,""STRETCH,FLEX,MUSCLE"""
"1905,""CLEVER,INTELLIGENCE,NEWTON,GRAVITY,INVENT,BRIGHT,EINSTEIN,PHYSICS,CHEMIST,SCIENTIFIC,EXCEPTIONAL,RELATIVITY,GENIUS,WIT,VELOCITY,KINETIC,INVENTOR,INERTIA,CUNNING,SLY,BRILLIANT,WISDOM,BIOLOGIST,INTELLIGENT,SMART,WISE,GIFTED,SCIENTIST,RETARDED,OUT FOX,INTELLECT"""
"1906,""SAW,HATCHET,CHISEL,AX,HAMMER,TOOL"""
"1907,""MELLOW,SERENE,CALM,TRANQUIL,PEACEFUL"""
"1908,""FURY,FURRY,CAT"""
"1909,""EVALUATE,EXAMINE,INSPECT,STUDY"""
"1910,""TROUBLE,CHAOS,HAVOC"""
"1911,""BLOCKADE,ROAD,BARRIER"""
"1912,""DROP,POUR,SPILL"""
"1913,""BOUNTY,CANDY,CHOCOLATE"""
"1914,""QUICK,HURRY,RUSH,SLOW,FAST"""
"1915,""COURAGE,BRAVE,DARING,DARE,RISK"""
"1916,""WATER,SHIP,BOAT"""
"1917,""KINGDOM,KING,CASTLE,QUEEN,PALACE"""
"1918,""GLACIER,ARCTIC,ICEBERG"""
"1919,""ROSE,FLOWER,BUD"""
"1920,""TONGUE,TALK,SPEAK"""
"1921,""LARGE,HUGE,CHUNK,BIG"""
"1922,""CAVITY,DENTIST,TOOTH"""
"1923,""FOGGY,WHITE,CLOUDY"""
"1924,""ADVIL,CRAMP,ACHE"""
"1925,""BUCK,DEER,DOE"""
"1926,""FURRY,RABBIT,FUZZY"""
"1927,""ANGRY,MAD,RUDE,MEAN"""
"1928,""FOOD,GROSS,YUCK"""
"1929,""CAPTAIN,MARINES,ANCHOR,SAILOR,NAVY,SHIP,COMMANDER,MARINE,NAVIGATOR,BOAT"""
"1930,""CAREER,SCHOOL,PROFESSION"""
"1931,""WEAKNESS,WEAK,SICK"""
"1932,""NEW YORK,TIMES"""
"1933,""ENEMY,TRAITOR,BETRAY"""
"1934,""RODENT,ROACH,PEST"""
"1935,""SNOB,SNOTTY,STUCK UP,RICH"""
"1936,""HIKER,HITCHHIKE,THUMB"""
"1937,""LIVING,PRESENCE,ATTENDANCE,ABSENT,BEING,THERE,LIVE,HERE,ABSENCE,EXIST,ALIVE,EXISTENCE,TARDY"""
"1938,""COST,ADMISSION,FEE,PRICE"""
"1939,""BUILDING,CORPORATION,INDUSTRY,AGENCY,FACTORY"""
"1940,""PET,VET,DOG"""
"1941,""HOUSE,LIVING ROOM,FURNITURE,BEDROOM"""
"1942,""CONFERENCE,MEETING,ROOM"""
"1943,""ALONE,LONELY,CROWD"""
"1944,""HUM,BIRD,CANARY"""
"1945,""WORTHLESS,HOPELESS,USELESS"""
"1946,""ASSISTANCE,ASSIST,HELP"""
"1947,""GRIP,CLAMP,HOLD,OBTAIN,HAVE,CLENCH,GRASP,GRAB,SQUEEZE"""
"1948,""ASSISTANCE,ASSIST,HELPER"""
"1949,""MAN,VAGRANT,HOBO,BEGGAR,BUM"""
"1950,""SHORTS,LEGS,SKIRT,PANTS"""
"1951,""WALL,PLUG,OUTLET,SOCKET"""
"1952,""WASH,WASHCLOTH,FACE"""
"1953,""RUSH,RUN,FAST,QUICK,HURRY,HUSTLE"""
"1954,""AX,CHISEL,PICK"""
"1955,""PULL,TWEEZERS,PLUCK"""
"1956,""PENCIL,PEN,WRITING"""
"1957,""FANGS,BAT,VAMPIRE"""
"1958,""SHIP,BOAT,AHOY"""
"1959,""SWAP,CHANGE,EXCHANGE"""
"1960,""DOCK,PIER,FISHING"""
"1961,""MASTERY,SKILL,EXPERT"""
"1962,""COVER,CLOAK,HOOD"""
"1963,""PROTECT,PROTECTION,HURT"""
"1964,""SHUN,AVOID,SCARED"""
"1965,""SWAMP,MARSH,WEED"""
"1966,""FORK,PLATE,DISHWASHER,CUPBOARD,DISHES,FOOD,SHELF,NAPKIN,SILVERWARE,CABINET,SPATULA,SPOON,DISH,PLATES,TRAY,EAT"""
"1967,""SIDING,WOOD,PANEL"""
"1968,""SAVIOR,ANGEL,SAINT"""
"1969,""MAZE,PUZZLE,CONFUSE"""
"1970,""DRIVE,LICENSE,PERMIT"""
"1971,""CRACKERS,PEANUT BUTTER"""
"1972,""FEAR,ANXIETY,PANIC"""
"1973,""LAWSUIT,CRIMINAL,JAIL"""
"1974,""TOILET,BATHROOM,OCCUPIED,RESTROOM"""
"1975,""HIGH,STEEP,LEDGE,CLIFF"""
"1976,""CARROT,CARROTS,RABBIT"""
"1977,""TALE,FAIRYTALE,BOOK,FICTION"""
"1978,""COAL,HEAT,HOT"""
"1979,""SEXY,HANDSOME,ATTRACTIVE,SLENDER,GORGEOUS"""
"1980,""COMMENT,SAY,NO"""
"1981,""CIGARETTE,CLOVE,SMOKE,HERB"""
"1982,""FORK,SHOVEL,RAKE,PITCHFORK,DIG,SCOOP,SPOON,HOE,DIGGER,SPADE"""
"1983,""ACCOMPLISHED,DONE,FINISHED"""
"1984,""ANKLE,FOOT,KNEE"""
"1985,""PATRIOT,AMERICA,USA,COUNTRY,CONTINENT,ASIA,NATION,FLAG,REPUBLIC,PATRIOTIC,COMMUNIST,PRIDE,RUSSIA"""
"1986,""STUDY,NOTEBOOK,NOTES,DESK"""
"1987,""GO,SIGNAL,STOPLIGHT"""
"1988,""LUXURY,RICH,WEALTH"""
"1989,""CULTURE,CUSTOM,TRADITION,HERITAGE"""
"1990,""MOUNTAIN,BACKPACK,CAMPING,HIKING,HIKE"""
"1991,""GOURMET,DINNER,COOKBOOK"""
"1992,""PLAY DOUGH,CLAY"""
"1993,""PART,PIECE,PORTION,TOTAL,WHOLE"""
"1994,""JUVENILE,DELINQUENT,ADOLESCENT,YOUNG,YOUTH,TEENAGER,PUBERTY"""
"1995,""ORANGE,SQUEEZE,LEMON"""
"1996,""TIN,CAN,ALUMINUM"""
"1997,""TRANQUIL,SILENT,PEACEFUL"""
"1998,""ETERNITY,CONSTANT,DESTINY,FATE,GOD,ETERNAL,RELIGION"""
"1999,""DESIRE,WANT,AMBITION"""
"2000,""SORORITY,STUPID,DUMB,FRATERNITY"""
"2001,""SEVERE,STRONG,HARSH,EXTREME"""
"2002,""SELL,PURCHASE,BUY,MONEY,RECEIPT,SALE,CASH,MALL"""
"2003,""LADY,WOMAN,GENTLEMAN"""
"2004,""QUART,GALLON,MILK,PINT"""
"2005,""SUPERVISOR,COLONEL,BOSS,GENERAL,COMMANDER,DIRECTOR,CHIEF,LEADERSHIP,NAVIGATOR,CAPTAIN,LEADER"""
"2006,""NOT,DISBELIEVE,UNTRUE"""
"2007,""SECRETARY,RECEPTIONIST,DESK"""
"2008,""INTELLIGENCE,CREATIVE,CREATIVITY,GENIUS"""
"2009,""FOLD,WRINKLE,CREASE"""
"2010,""FEE,PAYMENT,DUE,TOLL"""
"2011,""YES,GRADUATION,GRADUATE"""
"2012,""PEDAL,ACCELERATE,FAST"""
"2013,""HUT,SHACK,COTTAGE,HOME,TEPEE,IGLOO"""
"2014,""MICROWAVE,HOT DOGS"""
"2015,""BOWL,ALLEY,BOWLING"""
"2016,""SWAMP,MOAT,MONSTER,LAGOON"""
"2017,""BITE,COBRA,SNAKE"""
"2018,""SLIM,SLENDER,FIGURE"""
"2019,""RECREATION,BASKETBALL,RACQUETBALL,FOOTBALL,VOLLEYBALL,SPORTS,ACTIVITY,FUN"""
"2020,""BUILDER,MAKER,CREATOR"""
"2021,""VIOLENCE,GANG,RAPE"""
"2022,""MINT,GREEN,MINTS"""
"2023,""HELL,HIGH SCHOOL"""
"2024,""CYLINDER,ROUND,CIRCLE"""
"2025,""HE,SHE,HER,HIM"""
"2026,""COLD,SEVERE,EXTREME"""
"2027,""FOGGY,UNCLEAR,VAGUE,CLOUDY,BLUR"""
"2028,""TONIGHT,MIDNIGHT,MORNING"""
"2029,""ANATOMY,CHROMOSOMES,SEX"""
"2030,""TIMID,VULNERABLE,MEEK"""
"2031,""DORM,HOUSE,APARTMENT"""
"2032,""SENATE,CONGRESS,COMMITTEE"""
"2033,""CARRY,PACK,LUGGAGE"""
"2034,""CAREFUL,BEWARE,CAUTIOUS,CAUTION,DANGER"""
"2035,""HAND,ARM,LEG"""
"2036,""FOOD,CALORIE,CALORIES,EAT,DIET"""
"2037,""ROTTEN,SPOIL,SPOILED"""
"2038,""SKETCH,PAPER,DRAW,DRAWING"""
"2039,""BOUNDARY,BORDER,OUTLINE"""
"2040,""FANGS,SCARY,MONSTER,VAMPIRE,DRACULA"""
"2041,""NAUSEOUS,STOMACH,NAUSEA"""
"2042,""IMPATIENT,ANGRY,MAD"""
"2043,""THOUGHT,PERCEPTION,IDEA,THINK,PERCEIVE"""
"2044,""ANKLE,KNEE,SOCKS"""
"2045,""TASTE,FOOD,EAT"""
"2046,""TURKEY,GRAVY,ROAST"""
"2047,""PATTERN,MATERIAL,FABRIC"""
"2048,""DRAWER,CHEST,BUREAU,DRESSER"""
"2049,""INTELLIGENT,BRAIN,MIND,SMART"""
"2050,""YUMMY,TASTY,DELICIOUS"""
"2051,""SORORITY,RUSH,FRATERNITY"""
"2052,""CLIMATE,HANDKERCHIEF,SICKNESS,ILL,FLU,TISSUE,COLD,SNEEZE,FEVER,GERM,VIRUS,WEATHER,SINUS,WARMTH,HEATER,HOTTER,TEMPERATURE,REMEDY,WARMER,THERMOMETER,ALLERGY,SNOT,KLEENEX,CELSIUS,SYMPTOM"""
"2053,""MOVIE,JAW,JAWS"""
"2054,""TOAST,COOK,BISCUIT,BUN,OVEN"""
"2055,""LEAVE,COME,STAY"""
"2056,""OWNER,POSSESSION,OWN,POSSESS"""
"2057,""PET,VET,CAT"""
"2058,""CARPET,RUG,CARPENTER"""
"2059,""CALCULUS,HARD,TRIGONOMETRY,ALGEBRA"""
"2060,""SLIMY,SLUG,SNAIL"""
"2061,""FASCISM,GOVERNMENT,POLITICS"""
"2062,""MAN,LEADER,BOSS"""
"2063,""WHISPER,DEAF,SILENCE,MUTE"""
"2064,""ANXIOUS,IMPATIENT,STRESS,IMPATIENCE,NERVOUS"""
"2065,""SAMPLE,PORTION,PIECE,PART"""
"2066,""LOYALTY,ALLEGIANCE,HONOR"""
"2067,""SIMPLE,COMPLEX,COMPLICATED,EASY,BASIC,DIFFICULT"""
"2068,""CHALLENGE,SPORT,COMPETITION,CONTEST"""
"2069,""ANNOY,BOTHER,SALESMAN"""
"2070,""DIAMOND,JEWELRY,GOLD,MONEY,PRICE,CHEAP,VALUE,PEARL,COST,VALUABLE,PRICELESS,EXPENSE,WORTH"""
"2071,""PADDING,COMFORT,PILLOW,CUSHION"""
"2072,""COTTAGE,SMALL,HUT,SHACK"""
"2073,""RECEIVE,MAIL,MAILMAN,DELIVER,SEND"""
"2074,""BEAKER,BIOLOGY,TEST TUBE,SCIENTIFIC,FLASK,LAB,RESEARCH,EXPERIMENT,SURVEY,ANALYSIS,BIOLOGIST,HYPOTHESIS,SCIENTIST,CHEMIST,THEORY"""
"2075,""PEBBLE,BEACH,SAND"""
"2076,""MICROWAVE,RANGE,STOVE,OVEN"""
"2077,""LEO,HOROSCOPE,ASTROLOGY"""
"2078,""LOYAL,FAITHFUL,BOYFRIEND"""
"2079,""UGLY,LIZARD,FROG"""
"2080,""TOILET,BATHROOM,DRAIN,LEAK,PLUMBER,RESTROOM,SINK,TUB,BATHTUB"""
"2081,""CREATE,DEVELOP,MAKE"""
"2082,""LATE,TONIGHT,MIDNIGHT"""
"2083,""HIDDEN,DISCREET,SECRET,SECRETIVE"""
"2084,""JUSTICE,POLICE,JUSTIFY"""
"2085,""EYES,EYEBALL,WATCH"""
"2086,""GRAB,ACQUIRE,STEAL,OBTAIN"""
"2087,""KIND,PEOPLE,NICE"""
"2088,""ACTION,REACTION,RESPONSE"""
"2089,""BUMPY,STREET,ROAD"""
"2090,""REACTION,SPONTANEOUS,IMPULSE,INSTANT"""
"2091,""DEMON,DEVIL,SATAN,SATIN"""
"2092,""LOUNGE,CHAIR,SIT"""
"2093,""FOOD,SARDINE,EAT"""
"2094,""LETTUCE,CABBAGE,HEAD"""
"2095,""BEAUTIFUL,BUTTERFLY,PRETTY"""
"2096,""ASPHALT,HARD,CEMENT,CONCRETE,PAVEMENT,BRICK"""
"2097,""LINEN,MATERIAL,FABRIC"""
"2098,""PETALS,FLOWERS,BLOOM"""
"2099,""VIRGIN,WHITE,INNOCENT,INNOCENCE"""
"2100,""SKINNY,SLIM,THIN,EXERCISE,FITNESS"""
"2101,""HUNG,PICTURE,HANG"""
"2102,""CARING,KIND,GENUINE,SINCERE,NICE"""
"2103,""WRAP,PAPER,ENVELOPE"""
"2104,""SCENE,SIGHT,VISION"""
"2105,""RIVER,LAKE,STREAM,OTTER"""
"2106,""EARLY,DAWN,SUNRISE"""
"2107,""WEIGH,SCALE,FAT,WEIGHT,SCALES"""
"2108,""PRISONER,OUTLAW,WANTED,FUGITIVE"""
"2109,""PART,ARTICLE,PIECE"""
"2110,""COTTON,SILK,WOOL"""
"2111,""COOKED,FRIED,BURNT"""
"2112,""SCHOOL,CLASS,TIME"""
"2113,""CIGARETTE,BAD,TOBACCO"""
"2114,""COSTUME,MAKE UP"""
"2115,""BABY,BOY,CHILD"""
"2116,""GRIEF,HAPPINESS,MISERY"""
"2117,""SOLDIER,ARMY,MARCH,MILITARY"""
"2118,""QUIT,BEGIN,NOW,START"""
"2119,""GRANDPARENTS,NICE,GRANDMA"""
"2120,""CAREER,PROFESSIONAL,PROFESSION,OCCUPATION"""
"2121,""SNOTTY,SINUS,HANDKERCHIEF,CONCEIT,ALLERGY,SNOT,KLEENEX,STUCK UP,TISSUE,NOSE,SNOB,OBNOXIOUS,SNEEZE"""
"2122,""TERROR,HORROR,SCARE,FRIGHT"""
"2123,""PATRIOTIC,PATRIOT,CITIZEN"""
"2124,""FAR,BROAD,VAST,WIDE"""
"2125,""LEGS,OCTOPUS,SQUID,CRAB"""
"2126,""MANUFACTURE,MAKE,PRODUCTION,FACTORY,MANUFACTURER"""
"2127,""SLIDE,SKATE,GLIDE"""
"2128,""TELLER,BANK,BANKER"""
"2129,""BOXER,BOXING,FIGHT"""
"2130,""SHINE,SHINY,SILVER"""
"2131,""TRY,DARING,RISK"""
"2132,""BLUES,JAZZ,ROCK"""
"2133,""EARNESTNESS,EFFORT,DILIGENCE"""
"2134,""BOG,MUD,MOAT,MARSH,SWAMP"""
"2135,""GYMNAST,SMALL,GYMNASTICS"""
"2136,""EXCLAMATION POINT,IMPORTANT"""
"2137,""STRENGTH,LEADER,LEADERSHIP"""
"2138,""FEEL,TOUCH,FELT,HAND"""
"2139,""FEATHER,FEATHERS,WINGS,FLUTTER"""
"2140,""AIRPLANE,PLANE,SOAR"""
"2141,""JAR,PEANUT BUTTER"""
"2142,""ERODE,SAND,BEACH"""
"2143,""WARN,SHOUT,YELL"""
"2144,""BLOT,SPOT,SMUDGE,MARK,INK,MARKER,HIGHLIGHT,STAIN,DOT"""
"2145,""BREATHE,INTAKE,INHALE,RESPIRATION,OXYGEN,HELIUM,AIR,BREATH,SUFFOCATE,LUNG,NITROGEN,HYDROGEN"""
"2146,""FOOTBALL,OFFICIAL,UMPIRE,SOCCER,REFEREE"""
"2147,""SORORITY,UNIVERSITY,COLLEGE,FRATERNITY"""
"2148,""HEAL,WOUND,SORE,BANDAID,SCAR,OINTMENT"""
"2149,""CAVITY,TOOTHPASTE,DENTIST,TOOTHBRUSH,HYGIENE,ORTHODONTIST,TEETH,PLAQUE"""
"2150,""DISCUSSION,DEBATE,DISCUSS"""
"2151,""PRESCRIPTION,EXCEDRIN,ADVIL,DRUG,CLINIC,TYLENOL,PILL,ASPIRIN"""
"2152,""LAW,COURT,ORDER"""
"2153,""SUNSET,SUNRISE,MOON"""
"2154,""GRAY,GLOOMY,CLOUDY"""
"2155,""OLD,TRADITION,HERITAGE"""
"2156,""BROOM,MOP,SWEEP,DUSTPAN,CLEAN,VACUUM"""
"2157,""HARMFUL,PAIN,HURT"""
"2158,""BUY,SPEND,SALE"""
"2159,""SPINE,NERVES,BACKBONE"""
"2160,""HALLWAY,HALL,CLOSET"""
"2161,""FINISH,DONE,DETERMINE,CONCLUDE"""
"2162,""ATTENTION,EFFORT,DILIGENCE"""
"2163,""GROSS,YUCK,EWE"""
"2164,""ASPIRIN,SICKNESS,ADVIL,MEDICAL,FLU,FUNGUS,CURE,TREATMENT,NURSE,BACTERIA,FEVER,DOCTOR,HOSPITAL,GERM,VIRUS,RELIEF,SICK,SYRINGE,INJECTION,SINUS,ILL,MEDICATION,SHOT,TEMPERATURE,ANTIDOTE,DISEASE,TYLENOL,REMEDY,INFECTION,THERMOMETER,MEDICINE,SNOTTY,ILLNESS,PRESCRIPTION,MALARIA,TABLET,EXCEDRIN,ALLERGY,CLINIC,SNOT,KLEENEX,CELSIUS,HEALTH,PILL,SYMPTOM,HEADACHE"""
"2165,""EXPLANATION,EXPLAIN,TELL"""
"2166,""ROBE,PAJAMAS,WEAR"""
"2167,""BELOW,BENEATH,OVER,UNDER"""
"2168,""CHANCE,OPPORTUNITY,POSSIBILITY"""
"2169,""BEGGAR,DIRTY,HOMELESS,BUM,FILTHY,HOBO"""
"2170,""MAYONNAISE,MUSTARD,RELISH,KETCHUP"""
"2171,""SOUND,CRUNCH,NOISE,CRACKLE"""
"2172,""WEST,FRONTIER,COWBOY"""
"2173,""FORESIGHT,THOUGHT,INTUITION,INSIGHT,IDEA"""
"2174,""ATLAS,MAP,GLOBE,ALMANAC"""
"2175,""JUDGMENT,DECISION,VERDICT,FINAL,CONCLUSION"""
"2176,""ASSAULT,ATTACK,RAPE"""
"2177,""ROMANCE,NOVEL,ROMANTIC"""
"2178,""WORKOUT,EXCISE,EXERCISE"""
"2179,""STUPID,DUMB,SUICIDE"""
"2180,""WORK,LAB,RESEARCH"""
"2181,""VOLCANO,HAWAII,LAVA,ISLAND"""
"2182,""SPANK,PADDLE,WHIP"""
"2183,""BLOUSE,GIRL,SKIRT"""
"2184,""STRAIN,DRAIN,CLOG"""
"2185,""IGNORE,REJECT,HURT"""
"2186,""GOOD,FAITHFUL,RELIABLE,RESPONSIBLE,HONEST,TRUSTWORTHY,LOYAL,TRUTHFUL"""
"2187,""PAST,MEMORY,REMINISCENCE,REMEMBER"""
"2188,""ASTROLOGY,METEORITE,ASTRONOMY,GALAXY,SCIENCE"""
"2189,""FAIL,FAILURE,FLUNK"""
"2190,""NUT,NUTS,BOLT"""
"2191,""INSECT,BUG,WORM"""
"2192,""HIGH,JUMP,LEAP"""
"2193,""MAKE UP,PERFUME"""
"2194,""PLUM,PEAR,PRUNE,PEACH"""
"2195,""DOLLARS,MILLION,RICH"""
"2196,""COMMENT,SAY,REMARK,STATEMENT"""
"2197,""OFFENSE,JAIL,CRIME"""
"2198,""SKINNY,SLIM,THIN,SLENDER"""
"2199,""SOCKS,PANTYHOSE,NYLONS"""
"2200,""STREET,ROAD,SIGN"""
"2201,""FAIL,FAILURE,DUMB"""
"2202,""LAND,REAL ESTATE"""
"2203,""BITE,PAIN,HURT"""
"2204,""FURRY,BEAR,FUZZY"""
"2205,""POSSESSION,MATERIAL,POSSESS"""
"2206,""FIERCE,ANGRY,MAD"""
"2207,""WASH,NAPKIN,TOWEL,WIPE,CLEAN"""
"2208,""TABLE,MANNER,MANNERS"""
"2209,""TEAM,COMPETITION,OPPONENT"""
"2210,""SHORE,LAND,COAST"""
"2211,""WARN,WARNING,ALERT"""
"2212,""CREASE,SKIRT,SHIRT,PANTS"""
"2213,""WEST,OUTLAW,COWBOY"""
"2214,""PURCHASE,RECEIPT,PROOF"""
"2215,""DIRTY,CHIMNEY,SOOT"""
"2216,""RELEASE,JAIL,PRISON"""
"2217,""BAD,GHETTO,SLUM"""
"2218,""GENDER,MALE,STEREOTYPE"""
"2219,""JUICE,FRUIT,PUNCH"""
"2220,""DIAGRAM,MAP,CHART,GRAPH"""
"2221,""DONKEY,OX,HORSE,MULE"""
"2222,""ADMIRE,RESPECT,ADORE,LIKE"""
"2223,""SOCCER,VICTORY,FOOTBALL"""
"2224,""DIE,DEATH,DEAD,CROAK"""
"2225,""CLOSE,TELESCOPE,MAGNIFY"""
"2226,""CHEEK,BLUSH,ROUGE"""
"2227,""MONEY,PROSPER,SUCCEED,SUCCESS"""
"2228,""VIOLENT,HARM,THREAT"""
"2229,""DOWN,GIVE UP"""
"2230,""FLY,WINGS,FLUTTER"""
"2231,""UPSTAIRS,DOWNSTAIRS,ROOM,BALCONY"""
"2232,""MONEY,BANKER,TELLER"""
"2233,""SUFFOCATE,PILLOW,SMOTHER"""
"2234,""ACTIVE,EXERCISE,ACTIVITY"""
"2235,""PROSPER,SUCCESS,FAILURE,SUCCEED,FAIL,ACHIEVE"""
"2236,""STAIN,SPOT,DIRT"""
